ms_sub_class,ms_zoning,lot_frontage,lot_area,alley,lot_shape,land_contour,lot_config,neighborhood,condition1,bldg_type,house_style,overall_qual,overall_cond,roof_style,exterior1st,exterior2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,fence,mo_sold,yr_sold,sale_type,sale_condition,sale_price,age,remod_age,garage_age
190.0,RM,33.0,4456.0,none,4.0,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4.0,5.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,736.0,736.0,4.0,1.0,SBrkr,736.0,716.0,1452.0,0.0,0.0,2.0,0.0,2.0,3.0,8.0,8.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,none,jun,nine,New,Partial,113000.0,89.0,1.0,0.0
20.0,RL,66.0,7742.0,none,4.0,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,7.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,763.0,Unf,0.0,192.0,955.0,5.0,1.0,SBrkr,955.0,0.0,955.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,1.0,386.0,3.0,2.0,0.0,0.0,0.0,0.0,MnPrv,jan,seven,WD,Normal,127000.0,41.0,41.0,41.0
60.0,RL,0.0,13869.0,none,2.0,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6.0,6.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,2,GLQ,182.0,Unf,0.0,612.0,794.0,4.0,1.0,SBrkr,794.0,676.0,1470.0,0.0,1.0,2.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,3.0,2.0,388.0,3.0,2.0,0.0,75.0,0.0,0.0,none,jul,seven,WD,Normal,177000.0,10.0,10.0,10.0
50.0,RM,52.0,6240.0,none,4.0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6.0,6.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,PConc,3.0,3.0,No,Unf,0.0,Unf,0.0,816.0,816.0,3.0,1.0,SBrkr,816.0,0.0,1176.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,4.0,Detchd,1.0,2.0,528.0,3.0,2.0,112.0,0.0,0.0,0.0,MnPrv,sep,six,WD,Normal,114500.0,72.0,56.0,21.0
90.0,RM,110.0,8472.0,none,2.0,Bnk,Corner,IDOTRR,RRNn,Duplex,1Story,5.0,5.0,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,3.0,CBlock,4.0,3.0,3,LwQ,104.0,GLQ,712.0,0.0,816.0,3.0,0.0,SBrkr,816.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,8.0,0.0,0.0,CarPort,1.0,2.0,516.0,3.0,2.0,106.0,0.0,0.0,0.0,none,may,ten,WD,Normal,110000.0,47.0,47.0,47.0
20.0,RL,68.0,50271.0,none,3.0,Low,Inside,Veenker,Norm,1Fam,1Story,9.0,5.0,Gable,WdShing,Wd Shng,None,0.0,4.0,3.0,CBlock,5.0,3.0,3,GLQ,1810.0,Unf,0.0,32.0,1842.0,4.0,1.0,SBrkr,1842.0,0.0,1842.0,2.0,0.0,0.0,1.0,0.0,4.0,5.0,8.0,1.0,4.0,Attchd,3.0,3.0,894.0,3.0,2.0,857.0,72.0,0.0,0.0,none,nov,six,WD,Normal,385000.0,25.0,19.0,25.0
80.0,RL,60.0,7134.0,none,4.0,Bnk,Inside,NAmes,Norm,1Fam,SLvl,5.0,5.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,384.0,Unf,0.0,0.0,384.0,3.0,1.0,SBrkr,1360.0,0.0,1360.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,7.0,1.0,3.0,Detchd,1.0,2.0,572.0,3.0,2.0,0.0,50.0,0.0,0.0,MnPrv,feb,seven,WD,Normal,130000.0,52.0,52.0,45.0
20.0,RL,100.0,10175.0,none,3.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,6.0,5.0,Gable,HdBoard,Plywood,BrkFace,272.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,490.0,Unf,0.0,935.0,1425.0,4.0,1.0,SBrkr,1425.0,0.0,1425.0,0.0,0.0,2.0,0.0,3.0,3.0,7.0,8.0,1.0,4.0,Attchd,2.0,2.0,576.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jul,eight,WD,Normal,180500.0,44.0,44.0,44.0
160.0,FV,24.0,2645.0,Pave,4.0,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8.0,5.0,Gable,MetalSd,MetalSd,BrkFace,456.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,649.0,Unf,0.0,321.0,970.0,5.0,1.0,SBrkr,983.0,756.0,1739.0,1.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,3.0,2.0,480.0,3.0,2.0,115.0,0.0,0.0,0.0,none,aug,nine,WD,Abnorml,172500.0,10.0,9.0,10.0
60.0,RL,89.0,11645.0,none,3.0,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,860.0,860.0,5.0,1.0,SBrkr,860.0,860.0,1720.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,565.0,3.0,2.0,0.0,70.0,0.0,0.0,none,aug,six,WD,Normal,196500.0,2.0,2.0,2.0
60.0,RL,66.0,13682.0,none,2.0,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,10.0,5.0,Hip,VinylSd,VinylSd,BrkFace,1031.0,5.0,3.0,PConc,5.0,3.0,3,Unf,0.0,Unf,0.0,1410.0,1410.0,5.0,1.0,SBrkr,1426.0,1519.0,2945.0,0.0,0.0,3.0,1.0,3.0,4.0,10.0,8.0,1.0,4.0,BuiltIn,3.0,3.0,641.0,3.0,2.0,192.0,0.0,37.0,0.0,none,oct,six,New,Partial,438780.0,0.0,0.0,0.0
20.0,RL,60.0,7200.0,none,4.0,Bnk,Inside,CollgCr,Norm,1Fam,1Story,5.0,7.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,2,ALQ,632.0,Unf,0.0,148.0,780.0,5.0,1.0,SBrkr,780.0,0.0,780.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Detchd,1.0,1.0,352.0,3.0,2.0,196.0,0.0,0.0,0.0,MnPrv,jan,eight,WD,Normal,124900.0,36.0,36.0,35.0
20.0,RL,63.0,13072.0,none,4.0,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,No,ALQ,941.0,Unf,0.0,217.0,1158.0,5.0,1.0,SBrkr,1158.0,0.0,1158.0,1.0,0.0,1.0,1.0,3.0,4.0,5.0,8.0,0.0,0.0,Detchd,1.0,2.0,576.0,3.0,2.0,0.0,50.0,0.0,0.0,none,may,six,New,Partial,158000.0,2.0,2.0,0.0
75.0,RM,60.0,7200.0,none,4.0,Lvl,Inside,IDOTRR,Norm,1Fam,2.5Unf,5.0,7.0,Gable,MetalSd,MetalSd,None,0.0,3.0,3.0,BrkTil,3.0,2.0,No,Unf,0.0,Unf,0.0,530.0,530.0,3.0,0.0,SBrkr,581.0,530.0,1111.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,8.0,0.0,0.0,Detchd,1.0,1.0,288.0,3.0,0.0,0.0,0.0,144.0,0.0,none,mar,seven,WD,Normal,101000.0,87.0,11.0,72.0
120.0,RL,44.0,6442.0,none,3.0,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8.0,5.0,Gable,VinylSd,VinylSd,Stone,178.0,4.0,3.0,PConc,4.0,4.0,1,GLQ,24.0,Unf,0.0,1346.0,1370.0,5.0,1.0,SBrkr,1370.0,0.0,1370.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,8.0,1.0,4.0,Attchd,2.0,2.0,484.0,3.0,2.0,120.0,49.0,0.0,0.0,none,oct,seven,WD,Normal,202500.0,1.0,1.0,1.0
70.0,RM,50.0,10300.0,none,3.0,Bnk,Inside,OldTown,RRAn,1Fam,2Story,7.0,6.0,Gable,Stucco,Stucco,None,0.0,3.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,576.0,576.0,4.0,1.0,SBrkr,902.0,808.0,1710.0,0.0,0.0,2.0,0.0,3.0,3.0,9.0,8.0,0.0,0.0,Detchd,1.0,2.0,480.0,3.0,2.0,12.0,11.0,64.0,0.0,GdPrv,apr,ten,WD,Normal,140000.0,89.0,60.0,20.0
60.0,RL,0.0,9375.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,573.0,3.0,3.0,PConc,4.0,3.0,No,GLQ,739.0,Unf,0.0,318.0,1057.0,5.0,1.0,SBrkr,1057.0,977.0,2034.0,1.0,0.0,2.0,1.0,3.0,4.0,8.0,8.0,0.0,0.0,Attchd,2.0,2.0,645.0,3.0,2.0,576.0,36.0,0.0,0.0,GdPrv,feb,nine,WD,Normal,219500.0,12.0,11.0,11.0
60.0,RL,76.0,9591.0,none,4.0,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8.0,5.0,Gable,VinylSd,VinylSd,BrkFace,344.0,4.0,3.0,PConc,5.0,3.0,2,Unf,0.0,Unf,0.0,1143.0,1143.0,5.0,1.0,SBrkr,1143.0,1330.0,2473.0,0.0,0.0,2.0,1.0,4.0,4.0,9.0,8.0,1.0,4.0,BuiltIn,2.0,3.0,852.0,3.0,2.0,192.0,151.0,0.0,0.0,none,oct,seven,WD,Normal,317000.0,3.0,2.0,3.0
20.0,RL,0.0,19900.0,none,4.0,Lvl,Inside,NAmes,PosA,1Fam,1Story,7.0,5.0,Gable,Plywood,Plywood,BrkFace,287.0,3.0,3.0,CBlock,4.0,3.0,3,GLQ,912.0,Unf,0.0,1035.0,1947.0,3.0,1.0,SBrkr,2207.0,0.0,2207.0,1.0,0.0,2.0,0.0,3.0,3.0,7.0,7.0,1.0,4.0,Attchd,2.0,2.0,576.0,3.0,2.0,301.0,0.0,0.0,0.0,none,jul,ten,WD,Normal,180000.0,40.0,21.0,40.0
20.0,RL,72.0,10665.0,none,3.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,167.0,4.0,3.0,PConc,4.0,3.0,2,GLQ,1013.0,Unf,0.0,440.0,1453.0,5.0,1.0,SBrkr,1479.0,0.0,1479.0,1.0,0.0,2.0,0.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,558.0,3.0,2.0,144.0,29.0,0.0,0.0,none,jun,seven,WD,Normal,226000.0,4.0,4.0,4.0
30.0,RM,47.0,4608.0,none,4.0,Lvl,Corner,OldTown,Artery,1Fam,1Story,4.0,6.0,Gable,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,747.0,747.0,3.0,1.0,SBrkr,747.0,0.0,747.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Attchd,1.0,1.0,220.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jun,ten,WD,Normal,80000.0,65.0,60.0,65.0
50.0,RL,81.0,15593.0,none,4.0,Lvl,Corner,ClearCr,Norm,1Fam,1.5Fin,7.0,4.0,Gable,BrkFace,AsbShng,None,0.0,4.0,3.0,CBlock,3.0,3.0,No,BLQ,603.0,Unf,0.0,701.0,1304.0,3.0,1.0,SBrkr,1304.0,983.0,2287.0,0.0,0.0,2.0,0.0,3.0,3.0,7.0,8.0,1.0,3.0,Attchd,3.0,2.0,667.0,3.0,2.0,0.0,21.0,114.0,0.0,none,jul,six,WD,Normal,225000.0,53.0,53.0,53.0
20.0,RL,95.0,13651.0,none,3.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,7.0,6.0,Gable,Plywood,Plywood,BrkFace,1115.0,3.0,4.0,CBlock,4.0,3.0,3,ALQ,1880.0,Unf,0.0,343.0,2223.0,5.0,1.0,SBrkr,2223.0,0.0,2223.0,1.0,0.0,2.0,0.0,3.0,3.0,8.0,8.0,2.0,4.0,Attchd,3.0,2.0,516.0,3.0,2.0,300.0,0.0,0.0,0.0,none,feb,seven,WD,Normal,244000.0,34.0,34.0,34.0
20.0,RL,69.0,7599.0,none,4.0,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4.0,6.0,Gable,HdBoard,Plywood,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,565.0,Unf,0.0,280.0,845.0,3.0,1.0,SBrkr,845.0,0.0,845.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Detchd,1.0,2.0,360.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jun,seven,WD,Normal,129500.0,25.0,1.0,20.0
60.0,RL,74.0,10141.0,none,3.0,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,40.0,3.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,832.0,832.0,4.0,1.0,SBrkr,885.0,833.0,1718.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,8.0,1.0,3.0,Attchd,3.0,2.0,427.0,3.0,2.0,0.0,94.0,0.0,291.0,none,dec,nine,WD,Normal,185000.0,11.0,11.0,11.0
20.0,RL,85.0,10200.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,7.0,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,320.0,BLQ,362.0,404.0,1086.0,4.0,1.0,SBrkr,1086.0,0.0,1086.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,2.0,490.0,3.0,2.0,0.0,0.0,0.0,0.0,GdWo,may,ten,WD,Normal,144900.0,56.0,7.0,21.0
50.0,RM,60.0,5790.0,none,4.0,Lvl,Corner,OldTown,Norm,1Fam,2Story,3.0,6.0,Gambrel,VinylSd,VinylSd,None,0.0,4.0,4.0,CBlock,2.0,3.0,No,Unf,0.0,Unf,0.0,840.0,840.0,4.0,0.0,SBrkr,840.0,765.0,1605.0,0.0,0.0,2.0,0.0,3.0,3.0,8.0,8.0,0.0,0.0,Detchd,1.0,1.0,379.0,3.0,2.0,0.0,0.0,202.0,0.0,none,may,ten,WD,Normal,107400.0,95.0,60.0,95.0
180.0,RM,21.0,1596.0,none,4.0,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4.0,5.0,Gable,CemntBd,CmentBd,None,0.0,3.0,3.0,CBlock,4.0,3.0,3,GLQ,462.0,Unf,0.0,0.0,462.0,3.0,1.0,SBrkr,526.0,462.0,988.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,8.0,0.0,0.0,BuiltIn,1.0,1.0,297.0,3.0,2.0,120.0,101.0,0.0,0.0,GdWo,nov,nine,WD,Normal,91000.0,36.0,36.0,36.0
20.0,RL,0.0,8475.0,none,3.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,4.0,7.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,228.0,Unf,0.0,724.0,952.0,5.0,1.0,FuseA,952.0,0.0,952.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Detchd,1.0,1.0,283.0,3.0,2.0,0.0,0.0,0.0,0.0,none,apr,eight,WD,Normal,135750.0,52.0,52.0,52.0
50.0,RM,50.0,8635.0,none,4.0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5.0,5.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,336.0,GLQ,41.0,295.0,672.0,3.0,1.0,SBrkr,1072.0,213.0,1285.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,7.0,0.0,0.0,Detchd,1.0,1.0,240.0,3.0,2.0,0.0,0.0,0.0,0.0,MnPrv,jan,eight,WD,Normal,127000.0,60.0,7.0,60.0
90.0,RL,72.0,10778.0,none,4.0,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4.0,5.0,Hip,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,1768.0,1768.0,3.0,0.0,SBrkr,1768.0,0.0,1768.0,0.0,0.0,2.0,0.0,4.0,3.0,8.0,8.0,0.0,0.0,none,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,none,apr,ten,WD,Normal,136500.0,42.0,42.0,0.0
50.0,RM,60.0,10440.0,Grvl,4.0,Lvl,Corner,OldTown,Norm,1Fam,2Story,5.0,6.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,PConc,3.0,3.0,No,Unf,0.0,Unf,0.0,440.0,440.0,4.0,1.0,SBrkr,682.0,548.0,1230.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,2.0,440.0,3.0,2.0,74.0,0.0,128.0,0.0,MnPrv,may,nine,WD,Normal,110000.0,99.0,28.0,43.0
60.0,RL,100.0,13000.0,none,4.0,Lvl,Corner,NAmes,Norm,1Fam,2Story,6.0,6.0,Gable,VinylSd,VinylSd,BrkFace,576.0,3.0,4.0,CBlock,4.0,3.0,No,Rec,448.0,Unf,0.0,448.0,896.0,3.0,1.0,SBrkr,1182.0,960.0,2142.0,0.0,0.0,2.0,1.0,4.0,4.0,8.0,8.0,1.0,4.0,Attchd,3.0,1.0,509.0,3.0,2.0,0.0,72.0,0.0,252.0,none,jun,nine,WD,Normal,193500.0,41.0,41.0,41.0
120.0,RM,32.0,4500.0,none,4.0,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6.0,5.0,Hip,VinylSd,VinylSd,BrkFace,443.0,3.0,4.0,PConc,5.0,4.0,No,GLQ,1201.0,Unf,0.0,36.0,1237.0,5.0,1.0,SBrkr,1337.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,3.0,5.0,8.0,0.0,0.0,Attchd,3.0,2.0,405.0,3.0,2.0,0.0,199.0,0.0,0.0,none,mar,six,WD,Normal,153500.0,8.0,8.0,8.0
20.0,RL,78.0,10206.0,none,4.0,Lvl,Inside,Somerst,Norm,1Fam,1Story,8.0,5.0,Gable,VinylSd,VinylSd,Stone,468.0,3.0,3.0,PConc,4.0,3.0,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,5.0,1.0,SBrkr,1563.0,0.0,1563.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,1.0,4.0,Attchd,2.0,3.0,758.0,3.0,2.0,144.0,99.0,0.0,0.0,none,oct,eight,WD,Normal,245000.0,1.0,1.0,1.0
20.0,RL,80.0,8892.0,none,3.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,5.0,Gable,MetalSd,MetalSd,BrkCmn,66.0,3.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,1065.0,1065.0,4.0,1.0,SBrkr,1065.0,0.0,1065.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,0.0,0.0,Detchd,1.0,2.0,461.0,3.0,2.0,74.0,0.0,0.0,0.0,none,jul,seven,COD,Normal,126500.0,47.0,47.0,33.0
80.0,RL,0.0,8530.0,none,3.0,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7.0,5.0,Gable,HdBoard,HdBoard,BrkFace,22.0,3.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,384.0,384.0,4.0,1.0,SBrkr,804.0,670.0,1474.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,8.0,1.0,3.0,BuiltIn,3.0,2.0,400.0,3.0,2.0,120.0,72.0,0.0,0.0,none,may,nine,WD,Normal,168500.0,14.0,13.0,14.0
60.0,RL,121.0,16059.0,none,4.0,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8.0,5.0,Hip,HdBoard,HdBoard,BrkFace,284.0,4.0,3.0,CBlock,4.0,3.0,No,Unf,0.0,Unf,0.0,1288.0,1288.0,5.0,1.0,SBrkr,1301.0,1116.0,2417.0,0.0,0.0,2.0,1.0,4.0,4.0,9.0,8.0,1.0,3.0,Attchd,1.0,2.0,462.0,3.0,2.0,127.0,82.0,0.0,0.0,none,apr,six,WD,Normal,260000.0,15.0,14.0,15.0
60.0,RL,122.0,11911.0,none,2.0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,2,Unf,0.0,Unf,0.0,684.0,684.0,5.0,1.0,SBrkr,684.0,876.0,1560.0,0.0,0.0,2.0,1.0,3.0,4.0,6.0,8.0,1.0,4.0,BuiltIn,3.0,2.0,400.0,3.0,2.0,100.0,38.0,0.0,0.0,none,mar,nine,WD,Normal,174000.0,4.0,4.0,4.0
160.0,FV,40.0,3951.0,Pave,4.0,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6.0,5.0,Gable,VinylSd,VinylSd,Stone,76.0,4.0,3.0,PConc,4.0,3.0,2,Unf,0.0,Unf,0.0,612.0,612.0,5.0,1.0,SBrkr,612.0,612.0,1224.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,8.0,0.0,0.0,Detchd,2.0,2.0,528.0,3.0,2.0,0.0,234.0,0.0,0.0,none,jun,nine,New,Partial,164500.0,0.0,0.0,0.0
50.0,C (all),105.0,8470.0,none,3.0,Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3.0,2.0,Hip,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,3.0,2.0,No,Unf,0.0,Unf,0.0,1013.0,1013.0,3.0,0.0,SBrkr,1013.0,0.0,1526.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,8.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,MnPrv,oct,nine,ConLD,Abnorml,85000.0,94.0,27.0,0.0
20.0,RL,60.0,8070.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,No,GLQ,588.0,Unf,0.0,402.0,990.0,5.0,1.0,SBrkr,990.0,0.0,990.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,none,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,none,aug,seven,WD,Normal,123600.0,13.0,12.0,0.0
20.0,RL,60.0,7200.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,4.0,5.0,Gable,BrkFace,Wd Sdng,None,0.0,3.0,3.0,Slab,0.0,0.0,0,none,0.0,none,0.0,0.0,0.0,3.0,1.0,FuseA,1040.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Detchd,1.0,2.0,420.0,3.0,2.0,0.0,29.0,0.0,0.0,none,jul,six,WD,Normal,109900.0,56.0,56.0,56.0
20.0,RL,85.0,8500.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,3.0,Hip,HdBoard,HdBoard,BrkCmn,203.0,3.0,3.0,CBlock,3.0,3.0,No,Rec,600.0,Unf,0.0,635.0,1235.0,3.0,1.0,SBrkr,1235.0,0.0,1235.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,2.0,480.0,3.0,2.0,0.0,0.0,0.0,0.0,GdWo,dec,six,WD,Abnorml,98600.0,45.0,45.0,45.0
30.0,RL,80.0,13360.0,Grvl,3.0,HLS,Inside,Crawfor,Norm,1Fam,1Story,5.0,7.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,4.0,BrkTil,4.0,3.0,No,ALQ,713.0,Unf,0.0,163.0,876.0,5.0,1.0,SBrkr,964.0,0.0,964.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,2.0,432.0,3.0,2.0,0.0,0.0,44.0,0.0,none,aug,nine,WD,Normal,163500.0,88.0,3.0,88.0
190.0,C (all),60.0,7200.0,none,4.0,Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,6.0,6.0,Hip,MetalSd,MetalSd,None,0.0,3.0,3.0,BrkTil,3.0,2.0,1,Rec,1046.0,Unf,0.0,168.0,1214.0,5.0,0.0,SBrkr,1260.0,1031.0,2291.0,0.0,1.0,2.0,0.0,4.0,3.0,9.0,8.0,1.0,4.0,Detchd,1.0,2.0,506.0,3.0,2.0,0.0,0.0,0.0,99.0,none,nov,seven,WD,Normal,133900.0,97.0,9.0,107.0
60.0,RL,69.0,9337.0,none,3.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,4.0,PConc,4.0,3.0,No,GLQ,648.0,Unf,0.0,176.0,824.0,5.0,1.0,SBrkr,905.0,881.0,1786.0,1.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,684.0,3.0,2.0,0.0,162.0,0.0,0.0,none,may,seven,WD,Normal,204750.0,10.0,10.0,10.0
60.0,RL,0.0,9765.0,none,2.0,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6.0,8.0,Gable,VinylSd,VinylSd,BrkFace,68.0,5.0,4.0,PConc,4.0,4.0,No,ALQ,310.0,Unf,0.0,370.0,680.0,4.0,1.0,SBrkr,680.0,790.0,1470.0,0.0,0.0,2.0,1.0,3.0,3.0,6.0,8.0,1.0,3.0,BuiltIn,3.0,2.0,420.0,3.0,2.0,232.0,63.0,0.0,0.0,none,apr,nine,WD,Normal,185000.0,16.0,16.0,16.0
20.0,RL,78.0,10264.0,none,3.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,183.0,4.0,3.0,PConc,4.0,3.0,2,ALQ,1162.0,Unf,0.0,426.0,1588.0,5.0,1.0,SBrkr,1588.0,0.0,1588.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,0.0,0.0,Attchd,2.0,2.0,472.0,3.0,2.0,158.0,29.0,0.0,0.0,none,aug,six,WD,Normal,214000.0,7.0,7.0,7.0
